#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,_result,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:06:16Z,37,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:06:21Z,37,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:06:26Z,37,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:06:31Z,37.1,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:06:36Z,37.1,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:06:41Z,37.1,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:06:47Z,37.1,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:06:51Z,37.1,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:06:56Z,37.1,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:07:01Z,37.1,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:07:06Z,36.9,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:07:11Z,37,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:07:16Z,37,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:07:21Z,37.1,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:07:26Z,37,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:07:32Z,37.1,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:07:37Z,37.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:07:42Z,37.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:07:47Z,37.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:07:52Z,37.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:07:57Z,37.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:08:02Z,37.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:08:07Z,37.7,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:08:12Z,37.7,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:08:17Z,37.7,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:08:22Z,37.8,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:08:27Z,37.8,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:08:32Z,38,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:08:37Z,38,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:08:42Z,38.1,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:08:47Z,38.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:08:52Z,38.1,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:08:57Z,38.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:09:02Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:09:07Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:09:12Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:09:17Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:09:22Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:09:27Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:09:32Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:09:37Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:09:42Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:09:47Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:09:52Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:09:57Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:10:02Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:10:07Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:10:12Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:10:17Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:10:22Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:10:27Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:10:32Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:10:37Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:10:42Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:10:47Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:10:52Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:10:58Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:11:02Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:11:07Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:11:12Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:11:17Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:11:22Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:11:27Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:11:32Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:11:37Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:11:42Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:11:48Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:11:53Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:11:58Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:12:03Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:12:08Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:12:13Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:12:18Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:12:23Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:12:28Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:12:33Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:12:38Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:12:43Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:12:48Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:12:53Z,38.7,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:12:58Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:13:03Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:13:08Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:13:13Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:13:18Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:13:23Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:13:28Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:13:33Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:13:38Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:13:43Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:13:48Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:13:53Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:13:58Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:14:03Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:14:08Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:14:13Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:14:18Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:14:23Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:14:28Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:14:33Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:14:38Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:14:43Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:14:48Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:14:53Z,38.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:14:58Z,38.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:15:03Z,38.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:15:08Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:15:13Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:15:18Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:15:23Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:15:28Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:15:33Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:15:39Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:15:43Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:15:48Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:15:53Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:15:58Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:16:03Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:16:08Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:16:13Z,38.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:16:18Z,38.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:16:24Z,38.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:16:29Z,38.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:16:34Z,38.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:16:39Z,38.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:16:44Z,38.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:16:49Z,38.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:16:54Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:16:59Z,38.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:17:04Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:17:09Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:17:14Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:17:19Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:17:24Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:17:29Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:17:34Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:17:39Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:17:44Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:17:49Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:17:54Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:17:59Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:18:04Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:18:09Z,38.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:18:14Z,38.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:18:19Z,38.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:18:24Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:18:29Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:18:34Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:18:39Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:18:44Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:18:49Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:18:55Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:19:00Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:19:05Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:19:10Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:19:14Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:19:19Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:19:25Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:19:29Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:19:34Z,38.2,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:19:40Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:19:45Z,38.3,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:19:50Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:19:55Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:20:00Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:20:05Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:20:10Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:20:15Z,38.7,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:20:20Z,38.7,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:20:25Z,38.8,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:20:30Z,38.8,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:20:35Z,38.7,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:20:40Z,38.7,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:20:45Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:20:50Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:20:56Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:21:00Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:21:05Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:21:10Z,38.4,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:21:15Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:21:21Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:21:26Z,38.9,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:21:31Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:21:36Z,38.5,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:21:41Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:21:46Z,38.6,humidity,environment,oxocard01
,,1,2026-09-20T10:03:29.614547797Z,2026-09-20T10:33:29.614547797Z,2026-09-20T10:21:51Z,38.6,humidity,environment,oxocard01
